Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1000183,588,FALSE,Rx,0,8,E9,70,7E,3,12,80,4,95
1000184,368,FALSE,Rx,0,8,D4,25,8,FE,7,FE,FE,0
1000185,000005C0,FALSE,Rx,0,8,0A,0,0,A6,21,0,0,8D
1000186,540,FALSE,Rx,0,8,B0,0,FF,0,FF,0,12,26
1000187,000003D4,FALSE,Rx,0,8,8B,83,88,80,8,0,0,0
1000188,000000AE,FALSE,Rx,0,8,FB,F8,0,0,0,0,3,0
1000189,5.00E+00,FALSE,Rx,0,8,30,0,38,14,2A,57,3,FA
1000190,000001A0,FALSE,Rx,0,8,0,40,0,0,FE,FE,0,1F
1000191,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,F0,94
1000192,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000193,320,FALSE,Rx,0,8,20,20,0E,1,0,0B,0,91
1000194,000000D0,FALSE,Rx,0,6,8E,6E,4,3C,28,F0,0,0
1000195,000000C2,FALSE,Rx,0,8,88,80,0,0,80,0,D9,F7
1000196,440,FALSE,Rx,0,8,20,80,0,FE,7C,0,64,0
1000197,280,FALSE,Rx,0,8,1,16,90,0C,16,0,16,16
1000198,000002B7,FALSE,Rx,0,8,17,7,0,0,0,0,10,0
1000199,380,FALSE,Rx,0,8,0,89,0,0,0,0,0,5
1000200,488,FALSE,Rx,0,8,DE,16,16,7E,FE,FF,81,20
1000201,540,FALSE,Rx,0,8,C0,0,FF,0,FF,0,12,EF
1000202,0000044C,FALSE,Rx,0,8,7D,16,43,97,58,2,5,E0
1000203,497,FALSE,Rx,0,8,0,40,0,0,74,46,0,60
1000204,50,FALSE,Rx,0,4,0,AD,A8,5,0,0,0,0
1000205,000000D2,FALSE,Rx,0,5,34,30,0,0,4,0,0,0
1000206,000000AE,FALSE,Rx,0,8,0B,8,0,0,0,0,3,0
1000207,000001A0,FALSE,Rx,0,8,0,40,0,0,FE,FE,0,10
1000208,000001AC,FALSE,Rx,0,8,76,8,0,0,69,21,F7,C1
1000209,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,0,64
1000210,720,FALSE,Rx,0,7,8,60,9,0,0,0,0,0
1000211,000003A0,FALSE,Rx,0,8,8C,8,15,A9,FB,8E,42,0F
1000212,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000213,000004A8,FALSE,Rx,0,8,4B,0,3,90,0,0,84,5C
1000214,000005A0,FALSE,Rx,0,8,7D,0,0,80,0,4B,1E,AB
1000215,000000C2,FALSE,Rx,0,8,88,80,0,0,80,10,FC,E7
1000216,000000D0,FALSE,Rx,0,6,9F,7F,4,3C,28,F0,0,0
1000217,000003D0,FALSE,Rx,0,6,0,0,8,0,C8,7E,0,0
1000218,000003D2,FALSE,Rx,0,7,B5,7,33,80,1,0,0,0
1000219,440,FALSE,Rx,0,8,20,80,0,FE,7C,0,6C,0
1000220,280,FALSE,Rx,0,8,1,16,90,0C,16,0,16,16
1000221,284,FALSE,Rx,0,6,8,8,0,0,0,0,0,0
1000222,288,FALSE,Rx,0,8,8A,BB,38,0,0,50,A0,0A
1000223,380,FALSE,Rx,0,8,0,89,0,0,0,0,0,5
1000224,480,FALSE,Rx,0,8,84,0,33,EA,59,88,6,8A
1000225,488,FALSE,Rx,0,8,49,16,16,7E,FE,FF,6,30
1000226,0000048A,FALSE,Rx,0,8,89,0A,1,2,0,0,0,80
1000227,588,FALSE,Rx,0,8,E9,70,7E,0,12,80,4,95
1000228,368,FALSE,Rx,0,8,D7,26,8,FE,7,FE,FE,0
1000229,000005C0,FALSE,Rx,0,8,0B,0,0,A6,21,0,0,8C
1000230,540,FALSE,Rx,0,8,D0,0,FF,0,FF,0,12,EF
1000231,000003D4,FALSE,Rx,0,8,8C,84,88,80,8,0,0,0
1000232,000000AE,FALSE,Rx,0,8,1B,18,0,0,0,0,3,0
1000233,000001A0,FALSE,Rx,0,8,0,40,0,0,FE,FE,0,11
1000234,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,10,74
1000235,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000236,0000038A,FALSE,Rx,0,4,28,80,88,20,0,0,0,0
1000237,320,FALSE,Rx,0,8,20,20,0E,1,0,0C,0,91
1000238,000000D0,FALSE,Rx,0,6,60,80,4,3C,28,F0,0,0
1000239,000000C2,FALSE,Rx,0,8,88,80,0,0,80,20,93,D7
1000240,440,FALSE,Rx,0,8,20,80,0,FE,7C,0,74,0
1000241,280,FALSE,Rx,0,8,1,16,90,0C,16,0,16,16
1000242,380,FALSE,Rx,0,8,0,89,0,0,0,0,0,5
1000243,488,FALSE,Rx,0,8,19,16,16,7E,FE,FF,26,40
1000244,0000056A,FALSE,Rx,0,8,6A,2,8,48,18,0,0,30
1000245,366,FALSE,Rx,0,8,53,3,0,0,0,0,80,D0
1000246,540,FALSE,Rx,0,8,E0,0,FF,0,FF,0,12,EF
1000247,000000D2,FALSE,Rx,0,5,35,31,0,0,4,0,0,0
1000248,0000044C,FALSE,Rx,0,8,6D,16,43,97,58,2,5,F0
1000249,50,FALSE,Rx,0,4,0,AD,B8,15,0,0,0,0
1000250,000000AE,FALSE,Rx,0,8,2B,28,0,0,0,0,3,0
1000251,550,FALSE,Rx,0,8,C0,80,40,0,0,0,0,0
1000252,000001A0,FALSE,Rx,0,8,0,40,0,0,FE,FE,0,12
1000253,000001AC,FALSE,Rx,0,8,77,9,0,0,69,21,F7,C1
1000254,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,20,44
1000255,000003A0,FALSE,Rx,0,8,8D,9,15,A9,FB,8E,42,0F
1000256,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000257,000004A8,FALSE,Rx,0,8,4B,0,3,90,0,0,94,4C
1000258,420,FALSE,Rx,0,8,1C,9C,9D,0,18,36,FF,0
1000259,000005A0,FALSE,Rx,0,8,7C,0,0,90,0,4B,1E,AB
1000260,000000C2,FALSE,Rx,0,8,88,80,0,0,80,30,B6,C7
1000261,000000D0,FALSE,Rx,0,6,71,91,4,3C,28,F0,0,0
1000262,000003D0,FALSE,Rx,0,6,0,0,8,0,C8,7E,0,0
