Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1000271,5.00E+08,FALSE,Rx,0,8,0,0,FF,FF,0,0C,0,0
1000272,000001AC,FALSE,Rx,0,8,CA,4,10,0,69,25,0,92
1000273,000002A0,FALSE,Rx,0,8,0,0,0,6D,0,0,80,ED
1000274,320,FALSE,Rx,0,8,22,30,0,1,0,9,0,BF
1000275,000003A0,FALSE,Rx,0,8,CB,4,0,0,0,0,0,CF
1000276,000005F7,FALSE,Rx,0,4,0,0,0,0,0,0,0,0
1000277,000000C2,FALSE,Rx,0,8,0,80,0,0,80,40,12,3F
1000278,000000D0,FALSE,Rx,0,6,66,A7,0,30,1,F0,0,0
1000279,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000280,000005F3,FALSE,Rx,0,8,0,0,E1,0,0,0,0,0
1000281,000004A8,FALSE,Rx,0,8,0,40,7,80,0,20,40,A7
1000282,000005A0,FALSE,Rx,0,8,2B,1,0,4F,0,0,50,2B
1000283,0000044C,FALSE,Rx,0,8,C1,FE,FF,8F,58,2,5,10
1000284,676,FALSE,Rx,0,2,18,42,0,0,0,0,0,0
1000285,0000056A,FALSE,Rx,0,8,CB,10,0C,FF,18,0,0,30
1000286,000005C0,FALSE,Rx,0,8,7,0,0,A6,21,0,8,88
1000287,366,FALSE,Rx,0,8,53,3,0,0,0,0,80,D0
1000288,280,FALSE,Rx,0,8,40,0B,0,0,11,0,0C,11
1000289,284,FALSE,Rx,0,6,0D,0D,0,0,0,0,0,0
1000290,288,FALSE,Rx,0,8,E8,BA,0,0,0,7B,17,6
1000291,380,FALSE,Rx,0,8,0,7D,0,0,0,0,0,15
1000292,000003D4,FALSE,Rx,0,8,77,86,71,80,8,0,0,0
1000293,390,FALSE,Rx,0,8,3,0,51,0,40,20,0,0
1000294,480,FALSE,Rx,0,8,C0,20,96,8B,19,88,10,7C
1000295,392,FALSE,Rx,0,8,8,40,1,1,0,0,0,0
1000296,488,FALSE,Rx,0,8,9E,11,11,7F,FE,0,FF,E0
1000297,393,FALSE,Rx,0,8,92,0,0,0,0,0,0,0
1000298,440,FALSE,Rx,0,8,20,0,0,FE,7F,1,1C,0
1000299,0000048A,FALSE,Rx,0,8,D2,0,0,2,0,0,0,D0
1000300,540,FALSE,Rx,0,8,30,0,FF,0,FF,0,2,0
1000301,50,FALSE,Rx,0,4,0,A5,78,DD,0,0,0,0
1000302,000000AE,FALSE,Rx,0,8,90,91,0,0,0,0,1,0
1000303,570,FALSE,Rx,0,5,C7,20,8F,4F,80,0,0,0
1000304,000001A0,FALSE,Rx,0,8,0,43,0,0,FE,FE,0,99
1000305,588,FALSE,Rx,0,8,E8,0,7F,0,0,0,0,8B
1000306,000002A0,FALSE,Rx,0,8,0,0,0,6D,0,0,90,FD
1000307,000005D0,FALSE,Rx,0,8,C0,4,61,8F,39,59,C0,0
1000308,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000309,000000D0,FALSE,Rx,0,6,79,B8,0,30,1,F0,0,0
1000310,000000C2,FALSE,Rx,0,8,0,80,0,0,80,50,37,2F
1000311,000003D0,FALSE,Rx,0,6,0,81,0,0,0,79,0,0
1000312,000002B7,FALSE,Rx,0,8,3,3,0,0,0,0,0,0
1000313,368,FALSE,Rx,0,8,F6,7,8,FE,7,FE,FE,0
1000314,721,FALSE,Rx,0,7,1,3,5,15,2,0,0,0
1000315,720,FALSE,Rx,0,7,1,3,0D,0,4,0,0,0
1000316,280,FALSE,Rx,0,8,40,0B,0,0,11,0,0C,11
1000317,380,FALSE,Rx,0,8,0,7D,0,0,0,0,0,15
1000318,488,FALSE,Rx,0,8,8E,11,11,7F,FE,0,FF,F0
1000319,000005DC,FALSE,Rx,0,8,77,14,72,7F,1D,0,80,4D
1000320,0000038A,FALSE,Rx,0,4,78,80,D8,20,0,0,0,0
1000321,440,FALSE,Rx,0,8,20,0,0,FE,7F,1,24,0
1000322,540,FALSE,Rx,0,8,40,0,FF,0,FF,0,2,0
1000323,000003D4,FALSE,Rx,0,8,3,87,4,80,8,0,0,0
1000324,000000AE,FALSE,Rx,0,8,A0,A1,0,0,0,0,1,0
1000325,000001A0,FALSE,Rx,0,8,0,43,0,0,FE,FE,0,9A
1000326,000001AC,FALSE,Rx,0,8,CB,5,10,0,69,25,0,92
1000327,000002A0,FALSE,Rx,0,8,0,0,0,6D,0,0,A0,CD
1000328,000003A0,FALSE,Rx,0,8,CA,5,0,0,0,0,0,CF
1000329,320,FALSE,Rx,0,8,22,30,0,1,0,0A,0,BF
1000330,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000331,000000C2,FALSE,Rx,0,8,0,80,0,0,80,60,58,1F
1000332,000000D0,FALSE,Rx,0,6,8,C9,0,30,1,F0,0,0
1000333,000004A8,FALSE,Rx,0,8,0,40,3,80,0,20,50,B3
1000334,000005A0,FALSE,Rx,0,8,2B,1,0,5F,0,0,50,2B
